work_id,Hon'ble Members of Parliament,State,Constituency,work_type,recommended_amount,is_sanctioned,stuck_days,early_warning_score
,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,Maharashtra,OSMANABAD,Unknown,250000.0,False,687.0,59.2
WS/MP18023/2024-2025/136756,BIJULI KALITA MEDHI,Assam,GUWAHATI,Construction of toilet blocks,400000.0,True,594.0,59.0
WS/MP18181/2026-2027/151265,ESWARASAMY K,Tamil Nadu,POLLACHI,Construction of water tanks,1229625.0,False,654.0,58.8
WS/MP453/2025-2026/153990,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),Development of public parks,700000.0,False,639.0,58.7
WS/MP18313/2024-2025/152806,RAJ KUMAR ROAT,Rajasthan,BANSWARA(ST),Construction of community centers and community halls,1000000.0,False,645.0,58.5
WS/MP541/2025-2026/153744,Pradyut Bordoloi,Assam,NOWGONG,"Construction of roads, link roads, pathways or any other road with or without drainage system",500000.0,False,640.0,58.4
WS/MP352/2024-2025/142694,Shri Hibi Eden,Kerala,ERNAKULAM,"Purchase of IT systems, including hardware and software for educational purposes",70414.0,True,531.0,58.2
WS/MP18236/2024-2025/139453,CHHOTELAL,Uttar Pradesh,ROBERTSGANJ(SC),Construction of common work sheds/ common covered sitting area,800000.0,True,558.0,58.2
WS/MP827/2024-2025/152396,Shatrughan Sinha,West Bengal,ASANSOL,Lighting of public spaces,1496000.0,False,647.0,58.0
WS/MP18346/2024-2025/142476,RAHUL GANDHI,Uttar Pradesh,RAE BARELI,Construction of rooms and halls in school and colleges,500000.0,True,638.0,58.0
WS/MP18346/2024-2025/142468,RAHUL GANDHI,Uttar Pradesh,RAE BARELI,Construction of rooms and halls in school and colleges,700000.0,True,638.0,57.9
WS/MP405/2024-2025/149699,Balashowry Vallabbhaneni,Andhra Pradesh,MACHILIPATNAM,"Construction of roads, link roads, pathways or any other road with or without drainage system",287229.0,False,664.0,57.8
WS/MP18056/2024-2025/141634,PARSHOTTAMBHAI RUPALA,Gujarat,RAJKOT,Construction of community centers and community halls,838978.0,True,568.0,57.7
WS/MP18313/2024-2025/152807,RAJ KUMAR ROAT,Rajasthan,BANSWARA(ST),Development of playfields and sports grounds,1500000.0,False,645.0,57.2
WS/MP405/2024-2025/149701,Balashowry Vallabbhaneni,Andhra Pradesh,MACHILIPATNAM,"Construction of roads, link roads, pathways or any other road with or without drainage system",348135.0,False,664.0,57.2
WS/MP405/2024-2025/149702,Balashowry Vallabbhaneni,Andhra Pradesh,MACHILIPATNAM,"Construction of roads, link roads, pathways or any other road with or without drainage system",349394.0,False,664.0,57.2
WS/MP18228/2024-2025/147033,PRIYA SAROJ,Uttar Pradesh,MACHHLISHAHR(SC),Street lights,20900.0,True,656.0,57.2
WS/MP18228/2024-2025/147158,PRIYA SAROJ,Uttar Pradesh,MACHHLISHAHR(SC),Street lights,20900.0,True,656.0,57.2
WS/MP18228/2024-2025/147003,PRIYA SAROJ,Uttar Pradesh,MACHHLISHAHR(SC),Street lights,20900.0,True,656.0,57.2
WS/MP18228/2024-2025/147017,PRIYA SAROJ,Uttar Pradesh,MACHHLISHAHR(SC),Street lights,20900.0,True,656.0,57.2
WS/MP405/2024-2025/149700,Balashowry Vallabbhaneni,Andhra Pradesh,MACHILIPATNAM,"Construction of roads, link roads, pathways or any other road with or without drainage system",309818.0,False,664.0,57.2
WS/MP18228/2024-2025/147557,PRIYA SAROJ,Uttar Pradesh,MACHHLISHAHR(SC),Street lights,20900.0,True,656.0,57.2
WS/MP352/2024-2025/142700,Shri Hibi Eden,Kerala,ERNAKULAM,"Purchase of IT systems, including hardware and software for educational purposes",140828.0,True,531.0,57.0
WS/MP352/2025-2026/142707,Shri Hibi Eden,Kerala,ERNAKULAM,"Purchase of IT systems, including hardware and software for educational purposes",172076.0,True,335.0,57.0
WS/MP18228/2024-2025/147685,PRIYA SAROJ,Uttar Pradesh,MACHHLISHAHR(SC),Street lights,41800.0,True,656.0,56.9
WS/MP352/2024-2025/142706,Shri Hibi Eden,Kerala,ERNAKULAM,"Purchase of IT systems, including hardware and software for educational purposes",176035.0,True,531.0,56.9
WS/MP352/2024-2025/142703,Shri Hibi Eden,Kerala,ERNAKULAM,"Purchase of IT systems, including hardware and software for educational purposes",176035.0,True,531.0,56.9
WS/MP18228/2024-2025/147057,PRIYA SAROJ,Uttar Pradesh,MACHHLISHAHR(SC),Street lights,41800.0,True,656.0,56.9
WS/MP18238/2025-2026/153080,RAMASHANKAR RAJBHAR,Uttar Pradesh,SALEMPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",700000.0,False,643.0,56.8
WS/MP352/2024-2025/142697,Shri Hibi Eden,Kerala,ERNAKULAM,"Purchase of IT systems, including hardware and software for educational purposes",172076.0,True,531.0,56.7
WS/MP740/2025-2026/140338,Andimuthu Raja,Tamil Nadu,NILGIRIS(SC),Construction of bus-sheds or bus-stops,499977.0,True,208.0,56.6
WS/MP18212/2024-2025/146890,ANAND BHADAURIYA,Uttar Pradesh,DHAURAHRA,Construction of additional rooms and halls in the existing public and community building,1000000.0,True,552.0,56.6
WS/MP410/2025-2026/148377,Pradan Baruah,Assam,LAKHIMPUR,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",1000000.0,True,446.0,56.4
WS/MP410/2025-2026/148378,Pradan Baruah,Assam,LAKHIMPUR,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",1000000.0,True,453.0,56.4
WS/MP18238/2024-2025/142950,RAMASHANKAR RAJBHAR,Uttar Pradesh,SALEMPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",487189.0,True,521.0,56.3
WS/MP453/2024-2025/154004,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),Construction of culverts and bridges,200000.0,False,639.0,55.9
WS/MP494/2024-2025/142914,Prof SP Singh Baghel,Uttar Pradesh,AGRA(SC),Installing community drinking water plants,208617.0,True,604.0,55.8
WS/MP453/2024-2025/153968,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),Construction of culverts and bridges,500000.0,False,639.0,55.6
WS/MP18257/2024-2025/141683,ABHIJIT GANGOPADHYAY,West Bengal,TAMLUK,"Construction of roads, link roads, pathways or any other road with or without drainage system",220000.0,True,622.0,55.6
WS/MP18313/2024-2025/147446,RAJ KUMAR ROAT,Rajasthan,BANSWARA(ST),Construction of stadiums,1500000.0,True,622.0,55.2
WS/MP18238/2025-2026/154855,RAMASHANKAR RAJBHAR,Uttar Pradesh,SALEMPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",1314028.0,False,635.0,55.1
WS/MP18238/2025-2026/145009,RAMASHANKAR RAJBHAR,Uttar Pradesh,SALEMPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",699671.0,True,403.0,55.0
WS/MP18238/2025-2026/142926,RAMASHANKAR RAJBHAR,Uttar Pradesh,SALEMPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",700000.0,True,403.0,55.0
WS/MP18238/2025-2026/142958,RAMASHANKAR RAJBHAR,Uttar Pradesh,SALEMPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",600000.0,True,403.0,55.0
WS/MP18238/2025-2026/142952,RAMASHANKAR RAJBHAR,Uttar Pradesh,SALEMPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",600000.0,True,403.0,55.0
WS/MP18238/2025-2026/145010,RAMASHANKAR RAJBHAR,Uttar Pradesh,SALEMPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",597361.0,True,403.0,55.0
WS/MP18238/2025-2026/142955,RAMASHANKAR RAJBHAR,Uttar Pradesh,SALEMPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",600000.0,True,403.0,55.0
WS/MP18238/2025-2026/142956,RAMASHANKAR RAJBHAR,Uttar Pradesh,SALEMPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",600000.0,True,403.0,55.0
WS/MP18238/2025-2026/142954,RAMASHANKAR RAJBHAR,Uttar Pradesh,SALEMPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",600000.0,True,403.0,55.0
WS/MP18238/2025-2026/142953,RAMASHANKAR RAJBHAR,Uttar Pradesh,SALEMPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",600000.0,True,400.0,55.0
WS/MP18238/2025-2026/145008,RAMASHANKAR RAJBHAR,Uttar Pradesh,SALEMPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",600000.0,True,403.0,55.0
WS/MP18238/2025-2026/142951,RAMASHANKAR RAJBHAR,Uttar Pradesh,SALEMPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",575000.0,True,403.0,55.0
WS/MP18238/2025-2026/142928,RAMASHANKAR RAJBHAR,Uttar Pradesh,SALEMPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",700000.0,True,403.0,55.0
WS/MP453/2024-2025/154002,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),Construction of culverts and bridges,300000.0,False,639.0,54.8
WS/MP18229/2024-2025/143079,ARUN GOVIL,Uttar Pradesh,MEERUT,"Construction of roads, link roads, pathways or any other road with or without drainage system",834000.0,True,642.0,54.7
WS/MP18311/2024-2025/153875,MALVINDER SINGH KANG,Punjab,ANANDPUR SAHIB,Construction of rooms and halls in school and colleges,500000.0,False,601.0,54.7
WS/MP18180/2025-2026/143525,ARUN NEHRU,Tamil Nadu,PERAMBALUR,Construction of rooms and halls in school and colleges,3460000.0,True,423.0,54.6
WS/MP453/2024-2025/154133,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),Construction of culverts and bridges,250000.0,False,639.0,54.6
WS/MP353/2024-2025/145308,Adv Dean Kuriakose,Kerala,IDUKKI,"Construction of roads, link roads, pathways or any other road with or without drainage system",435725.0,True,621.0,54.5
WS/MP18257/2024-2025/141682,ABHIJIT GANGOPADHYAY,West Bengal,TAMLUK,"Construction of roads, link roads, pathways or any other road with or without drainage system",330000.0,True,622.0,54.3
WS/MP18076/2025-2026/145726,DR C N MANJUNATH,Karnataka,BANGALORE RURAL,Construction of bus-sheds or bus-stops,500000.0,True,501.0,54.3
WS/MP18076/2025-2026/145725,DR C N MANJUNATH,Karnataka,BANGALORE RURAL,Construction of bus-sheds or bus-stops,500000.0,True,501.0,54.3
WS/MP827/2024-2025/152964,Shatrughan Sinha,West Bengal,ASANSOL,Construction of common work sheds/ common covered sitting area,900000.0,False,644.0,54.3
WS/MP18076/2025-2026/145724,DR C N MANJUNATH,Karnataka,BANGALORE RURAL,Construction of bus-sheds or bus-stops,499204.0,True,428.0,54.2
WS/MP18257/2024-2025/141681,ABHIJIT GANGOPADHYAY,West Bengal,TAMLUK,"Construction of roads, link roads, pathways or any other road with or without drainage system",270000.0,True,622.0,54.2
WS/MP18076/2025-2026/145727,DR C N MANJUNATH,Karnataka,BANGALORE RURAL,Construction of bus-sheds or bus-stops,499204.0,True,501.0,53.9
WS/MP18313/2024-2025/140386,RAJ KUMAR ROAT,Rajasthan,BANSWARA(ST),Construction of rooms and halls in school and colleges,1500000.0,True,666.0,53.9
WS/MP18076/2025-2026/145728,DR C N MANJUNATH,Karnataka,BANGALORE RURAL,Construction of bus-sheds or bus-stops,499204.0,True,501.0,53.9
WS/MP453/2024-2025/154137,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),"Construction of roads, link roads, pathways or any other road with or without drainage system",300000.0,False,639.0,53.8
WS/MP453/2024-2025/153975,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),"Construction of roads, link roads, pathways or any other road with or without drainage system",300000.0,False,639.0,53.8
WS/MP18311/2024-2025/149538,MALVINDER SINGH KANG,Punjab,ANANDPUR SAHIB,Construction of community centers and community halls,1000000.0,False,647.0,53.8
WS/MP18311/2024-2025/149556,MALVINDER SINGH KANG,Punjab,ANANDPUR SAHIB,Construction of community centers and community halls,1000000.0,False,664.0,53.8
WS/MP18056/2024-2025/141641,PARSHOTTAMBHAI RUPALA,Gujarat,RAJKOT,"Construction of roads, link roads, pathways or any other road with or without drainage system",450000.0,True,599.0,53.7
WS/MP453/2024-2025/154132,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),"Construction of roads, link roads, pathways or any other road with or without drainage system",250000.0,False,639.0,53.7
WS/MP453/2024-2025/154134,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),"Construction of roads, link roads, pathways or any other road with or without drainage system",250000.0,False,639.0,53.7
WS/MP453/2024-2025/154003,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),"Construction of roads, link roads, pathways or any other road with or without drainage system",250000.0,False,639.0,53.7
WS/MP453/2024-2025/154136,Saptagiri Sankar Ulaka,Odisha,KORAPUT(ST),"Construction of roads, link roads, pathways or any other road with or without drainage system",500000.0,False,639.0,53.6
WS/MP18056/2024-2025/141635,PARSHOTTAMBHAI RUPALA,Gujarat,RAJKOT,"Construction of roads, link roads, pathways or any other road with or without drainage system",499951.0,True,596.0,53.5
WS/MP18109/2024-2025/150127,DR. RAJESH MISHRA,Madhya Pradesh,SIDHI,Construction of culverts and bridges,500000.0,False,662.0,53.5
WS/MP541/2026-2027/141491,Pradyut Bordoloi,Assam,NOWGONG,Construction of public libraries and reading rooms,200000.0,True,18.0,53.4
WS/MP18067/2025-2026/134321,SATPAL BRAHAMCHARI,Haryana,SONEPAT,Construction of water tanks,545000.0,True,187.0,53.1
WS/MP18181/2025-2026/151263,ESWARASAMY K,Tamil Nadu,POLLACHI,Construction of bus-sheds or bus-stops,551287.0,False,654.0,53.0
WS/MP18214/2025-2026/153324,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,641.0,53.0
WS/MP18214/2025-2026/153323,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,641.0,53.0
WS/MP18214/2025-2026/153310,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,641.0,53.0
WS/MP18214/2025-2026/153317,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,641.0,53.0
WS/MP18214/2025-2026/153316,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,641.0,53.0
WS/MP18214/2025-2026/153315,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,641.0,53.0
WS/MP18214/2025-2026/153314,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,641.0,53.0
WS/MP18214/2025-2026/153311,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,641.0,53.0
WS/MP18214/2025-2026/153312,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,641.0,53.0
WS/MP18214/2025-2026/153305,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,641.0,53.0
WS/MP18214/2025-2026/153308,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,641.0,53.0
WS/MP18214/2025-2026/153307,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,641.0,53.0
WS/MP18214/2025-2026/153306,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,641.0,53.0
WS/MP18214/2025-2026/153309,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,641.0,53.0
WS/MP18214/2025-2026/153322,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,641.0,53.0
WS/MP18214/2025-2026/153321,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,641.0,53.0
WS/MP18214/2025-2026/153320,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,641.0,53.0
WS/MP18214/2025-2026/153319,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,641.0,53.0
WS/MP18214/2025-2026/153318,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,641.0,53.0
WS/MP18214/2025-2026/153313,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,641.0,53.0
WS/MP18214/2025-2026/149929,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149930,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149926,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149925,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149928,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149927,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149915,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149916,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149917,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149918,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149919,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149920,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149921,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149922,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149923,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149924,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149912,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149914,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149900,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149899,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149898,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149913,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149909,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149910,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149911,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149893,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149895,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149894,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149896,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149897,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149901,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149902,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149904,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149903,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149907,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149906,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149908,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18214/2025-2026/149905,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,270000.0,False,663.0,53.0
WS/MP18313/2024-2025/147434,RAJ KUMAR ROAT,Rajasthan,BANSWARA(ST),Development of playground,1000000.0,True,620.0,52.8
WS/MP18229/2024-2025/143083,ARUN GOVIL,Uttar Pradesh,MEERUT,"Construction of roads, link roads, pathways or any other road with or without drainage system",977000.0,True,642.0,52.8
WS/MP18056/2024-2025/141636,PARSHOTTAMBHAI RUPALA,Gujarat,RAJKOT,"Construction of roads, link roads, pathways or any other road with or without drainage system",297783.0,True,596.0,52.8
WS/MP18313/2024-2025/146765,RAJ KUMAR ROAT,Rajasthan,BANSWARA(ST),Construction of public libraries and reading rooms,1500000.0,True,619.0,52.8
WS/MP18183/2025-2026/145899,MURASOLI S,Tamil Nadu,THANJAVUR,Construction of bus-sheds or bus-stops,1500000.0,True,440.0,52.6
WS/MP18346/2024-2025/142474,RAHUL GANDHI,Uttar Pradesh,RAE BARELI,Construction of rooms and halls in school and colleges,500000.0,True,572.0,52.5
WS/MP18346/2024-2025/142482,RAHUL GANDHI,Uttar Pradesh,RAE BARELI,Construction of rooms and halls in school and colleges,500000.0,True,572.0,52.5
WS/MP334/2024-2025/143402,Shri Chandra Prakash Choudhary,Jharkhand,GIRIDIH,Street lights,66000.0,True,688.0,52.4
WS/MP334/2024-2025/143401,Shri Chandra Prakash Choudhary,Jharkhand,GIRIDIH,Street lights,66000.0,True,688.0,52.4
WS/MP18311/2024-2025/149554,MALVINDER SINGH KANG,Punjab,ANANDPUR SAHIB,Development of playground,500000.0,False,664.0,52.4
WS/MP18155/2024-2025/149131,DR. RAJ KUMAR CHABBEWAL,Punjab,HOSHIARPUR(SC),"Construction of roads, link roads, pathways or any other road with or without drainage system",798000.0,False,669.0,52.4
WS/MP348/2024-2025/147144,Shri Benny Behanan,Kerala,CHALAKUDY,Purchase of vans and buses for educational institutions,2257000.0,True,562.0,52.4
WS/MP352/2025-2026/135862,Shri Hibi Eden,Kerala,ERNAKULAM,Construction of buildings for crèches and anganwadies,2362903.0,True,334.0,52.3
WS/MP641/2024-2025/133904,Gajendra Singh Patel,Madhya Pradesh,KHARGONE(ST),"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",1000000.0,True,579.0,52.3
WS/MP352/2025-2026/140055,Shri Hibi Eden,Kerala,ERNAKULAM,Purchase of vans and buses for educational institutions,2257000.0,True,334.0,52.2
WS/MP18236/2024-2025/139454,CHHOTELAL,Uttar Pradesh,ROBERTSGANJ(SC),"Construction of roads, link roads, pathways or any other road with or without drainage system",500000.0,True,558.0,52.2
WS/MP334/2024-2025/144848,Shri Chandra Prakash Choudhary,Jharkhand,GIRIDIH,Street lights,66000.0,True,683.0,52.1
WS/MP18311/2024-2025/153729,MALVINDER SINGH KANG,Punjab,ANANDPUR SAHIB,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,300000.0,False,601.0,51.8
WS/MP431/2024-2025/135774,Rao Inderjit Singh,Haryana,GURGAON,Construction of buildings for community cultural activities,1500000.0,True,615.0,51.8
,Shri Hibi Eden,Kerala,ERNAKULAM,Unknown,1500000.0,False,737.0,51.7
WS/MP18311/2024-2025/153732,MALVINDER SINGH KANG,Punjab,ANANDPUR SAHIB,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,250000.0,False,601.0,51.6
WS/MP18181/2025-2026/151264,ESWARASAMY K,Tamil Nadu,POLLACHI,Construction of bus-sheds or bus-stops,519180.0,False,654.0,51.6
WS/MP598/2025-2026/145404,Suresh Kumar Kashyap,Himachal Pradesh,SHIMLA (SC),Construction of community centers and community halls,250000.0,True,416.0,51.5
WS/MP18327/2025-2026/137670,PRANITI SUSHILKUMAR SHINDE,Maharashtra,SOLAPUR(SC),Street lights,499880.0,True,167.0,51.5
WS/MP598/2025-2026/145403,Suresh Kumar Kashyap,Himachal Pradesh,SHIMLA (SC),Construction of community centers and community halls,250000.0,True,279.0,51.5
WS/MP18236/2024-2025/139452,CHHOTELAL,Uttar Pradesh,ROBERTSGANJ(SC),Development of playground,1650000.0,True,558.0,51.4
WS/MP352/2025-2026/140054,Shri Hibi Eden,Kerala,ERNAKULAM,Purchase of vans and buses for educational institutions,2472799.0,True,334.0,51.2
WS/MP18309/2024-2025/153889,SALENG A SANGMA,Meghalaya,TURA,Construction of common work sheds/ common covered sitting area,300000.0,False,639.0,51.1
WS/MP18309/2025-2026/155243,SALENG A SANGMA,Meghalaya,TURA,Construction of common work sheds/ common covered sitting area,300000.0,False,635.0,51.1
WS/MP18309/2024-2025/153890,SALENG A SANGMA,Meghalaya,TURA,Construction of common work sheds/ common covered sitting area,300000.0,False,639.0,51.1
WS/MP352/2025-2026/138758,Shri Hibi Eden,Kerala,ERNAKULAM,Construction of public libraries and reading rooms,5000000.0,True,228.0,51.1
WS/MP18346/2024-2025/142477,RAHUL GANDHI,Uttar Pradesh,RAE BARELI,Construction of public libraries and reading rooms,500000.0,True,642.0,50.9
WS/MP541/2026-2027/141501,Pradyut Bordoloi,Assam,NOWGONG,Construction of community centers and community halls,200000.0,True,37.0,50.8
WS/MP541/2026-2027/141492,Pradyut Bordoloi,Assam,NOWGONG,Construction of community centers and community halls,200000.0,True,38.0,50.8
WS/MP541/2026-2027/141495,Pradyut Bordoloi,Assam,NOWGONG,Construction of community centers and community halls,200000.0,True,37.0,50.8
WS/MP541/2025-2026/147184,Pradyut Bordoloi,Assam,NOWGONG,Construction of community centers and community halls,200000.0,True,201.0,50.8
WS/MP18230/2024-2025/147317,R.K. CHAUDHARY,Uttar Pradesh,MOHANLALGANJ(SC),Lighting of public spaces,107985.0,True,614.0,50.6
WS/MP18230/2024-2025/148495,R.K. CHAUDHARY,Uttar Pradesh,MOHANLALGANJ(SC),Lighting of public spaces,107985.0,True,614.0,50.6
